variances,average of variances,average of distances,word_length,nn_len,dim_3,dim_4,dim_9,dim_11,dim_12,dim_14,dim_17,dim_18,dim_25,dim_28,dim_34,dim_37,dim_38,dim_40,dim_44,dim_45,dim_48,dim_49,class
0.018582585518516003,0.4501221683888138,1.1302156214782195,2.5983029506721267,0.8152807550791016,1.4593297521754915,-0.6093552883193356,-0.564445180671736,-0.7460203032333249,-1.397561933548121,0.33345831069326604,-1.1747258923703439,-0.08756051739148404,1.3047735697253042,1.3489348005908948,-0.987344732428315,1.938873159249833,-0.46760607508995683,-0.8931667278681488,-0.13883685393609935,1.198268892001382,1.1743574297678214,0.4496645850963614,0.0
-0.5306277703697682,-0.22309806362904805,2.001045990635227,-0.9056325637197453,-0.8707257107947968,0.8157162475305648,-1.519836662878042,0.26189454692500824,-0.37810296117906267,-0.3036638369229133,-0.4689726454714963,-0.8477947905674204,-0.9342913804658277,2.059244119567035,-0.26861848880984707,0.31119508139766516,1.989929828840264,-0.20572017578609883,-0.5456035526971785,1.111550329758594,1.9016036357540604,0.39070732261322805,0.10417588177897286,1.0
0.3094477133497105,0.06776502849405021,-0.5485341452521095,0.7115684429226573,0.008929836617671789,0.5867625158730645,-1.4502972778898384,0.03651574609243066,-1.0254627577198172,-0.26305136764359394,-0.8954601868613737,-1.228675266736976,-1.1914622486720816,0.508317975202088,0.19741884590689415,-0.0904360603503451,0.6793114135853061,-0.8924193941736303,0.3240311758069284,1.5249270485244368,0.8106449626262933,0.7525135753337426,-0.31154790017179135,0.0
0.05523674250308195,0.45476648619687554,-0.19251032730425635,-0.3665655615056111,-0.5775071949906406,0.1166487781171846,1.2635518131927854,0.1318300621291056,-0.8531662352904036,0.007318911753200022,-1.1298172623848046,-1.1022611214853848,-0.415385498673787,-0.2543963288566335,0.2578640648768419,0.30221976376765275,-0.9722495480222272,1.3811813898109966,2.9066892438541676,0.47037396887897326,-0.31479283965364946,0.9976195796219229,0.35552593593599896,0.0
-0.04817948897175531,-0.1793214204768899,1.3647213789744597,-1.1751660648268123,-0.21098405023544528,0.8553817051316448,-1.234778278999758,0.9295277091159492,-1.4281419677845508,-1.155730833627541,0.48628186005188406,-1.3591728793437599,-2.31544493572508,0.9201151373683286,1.3942291235133837,-1.106090582415588,1.0141698194026436,0.5119014048260296,0.45669695502685725,0.5141863234701516,0.8579597025945928,1.382514840083727,-0.7440178914601027,1.0
-0.7962767199404246,0.04306477269558398,1.2805032074195368,0.17250144070852308,0.08223446556871092,0.8231570632064404,0.3703212568616882,0.8118153768875682,-1.4480432490439608,-2.6558970433835714,-1.286489291786188,-0.9324718715457083,-1.691363695609608,1.971116547636639,1.1344625304438336,-0.7163530563598076,0.572036795048282,-0.0727457510907555,0.636907820921389,0.3191085130691357,1.1567658191828456,1.9343006029504497,0.231757357555544,0.0
-0.11815089524063874,-0.10325379717925343,0.7287414080817715,-0.9056325637197453,-1.0906395976479142,0.7128474547999635,-0.1741574111686629,0.4310841967664286,0.41229064936677606,1.0155401583660741,-1.0878556402221786,0.8878364911518395,-0.8499115365271827,-1.317825932776412,-0.0752061143058213,-0.613694388490839,-1.3554375410973554,-0.06758017956884439,0.533942466674752,0.06972145791779208,0.6145350352789442,0.2071619382509447,1.0899914732287719,0.0
-0.11563924428346235,0.3057993580335094,1.4060430550566825,-0.9056325637197453,0.44875761032390626,-1.5598212657784782,-0.4952100231790724,-0.9228879371019932,-0.7684793927004429,0.43328444982417963,-0.3704247818170421,-0.2673083571319565,-0.7786801875310452,0.5789624311849694,-0.8636177085752675,-0.9286996185823558,0.1676597432370932,-1.5192071019948923,0.18421868577092446,-0.7450225275682396,0.9774444675635293,0.8844528281197954,0.5075612823683255,1.0
0.1698437743537835,0.22389285157776878,1.118318086586216,-0.9056325637197453,-0.2842886791864844,-0.6119235995750603,0.10910607318296044,-1.0611133250005678,-0.9081914852577849,0.3763546834584395,-1.9385547725261654,1.6689626160306523,-1.7209814202583722,-0.6155395490735992,-0.24435181679010926,-0.6316192721871213,-1.2685392906966948,-0.9459979217199163,-0.40279548276162846,-0.8257443374996559,0.6054612777577586,-0.2898073823814792,1.0681716077847465,1.0
1.2168912571872226,-0.7830837929748834,0.2007253393227886,0.17250144070852308,0.008929836617671789,-0.5379643702565053,0.5307804365921838,0.253629153123525,-0.6908148071192063,0.556926762607453,0.7836866444523217,0.5759627149653443,-0.5274758680291466,-0.28802506228480096,-0.39291128737878,-1.695530259497051,-0.024904951226484662,0.6201952419813118,1.3627303759426321,0.24528348859323004,-1.5304419492560741,-0.7879973554178197,0.7555493970252656,0.0
