dim_20,dim_56,dim_119,dim_122,dim_183,dim_202,dim_227,dim_230,dim_248,dim_252,dim_258,dim_302,dim_314,dim_315,dim_352,dim_384,dim_556,dim_566,dim_662,dim_692,dim_716,dim_745,word_length,class
-0.5180963585778375,-0.6565314590395354,-1.060527704865747,-1.9054704784422258,0.745393765088982,-0.10336809929729303,-0.840378894729446,1.0621485867796001,2.3696613712906784,-0.8928325394322847,-0.7034647553230221,1.3906411647833512,-1.4384362755984248,1.15039329330223,0.03597430570149765,2.0137746180042537,0.26701678433159026,2.1084747948883265,0.47818288407445275,-1.7091874005649184,-0.5458835671279083,2.811245101705644,2.5983029506721267,0.0
-0.07951523822401459,0.34393796756224293,0.39872017943736116,0.18123690735552891,-1.711422723818102,-0.1890889113201912,1.1094358855776745,-0.3301904924267544,-0.13802969680111724,0.9564719440511075,0.45359892614623476,-0.3561180999220537,-0.5039690472025152,-0.6261325534485904,-1.4111918982462732,-0.11354701178322642,-0.8426966685392704,0.026384676577339408,-0.9877303889822145,0.21370812882609874,0.14448798206994565,-1.8107446000990897,-0.9056325637197453,1.0
0.7992405612999444,-1.0584821412998497,-0.2453239916400847,-1.1058079189855836,-0.03373878505119684,-0.9800662794734053,-0.6653612226508351,0.8154961169524723,1.2131537456550925,-0.047703080302390156,0.09768052684251097,0.5682054812020079,-0.7109120501608036,-0.19953092069863618,-0.8731750176876274,1.6605216359965032,0.2760437651574652,0.8382693076723363,0.427952863935798,-0.4000716465668392,-0.11035032806781035,-0.2700997319219235,0.7115684429226573,0.0
1.0340525857453833,0.4127448289008213,0.5602978806440632,0.8357245981072294,-0.6088147809351702,1.0513380847716645,1.9100781643722515,-1.2651588331315846,-1.1477143658710942,0.5543148179121037,1.2043208154131024,-1.119567254845292,0.5041785352444463,1.0034578588869616,-0.14375189251505258,-0.5904656286289591,1.3414250004123618,-1.3121623265474576,-2.137699949724265,0.1503178198700359,1.8145733969676754,-0.18058164208249106,-0.3665655615056111,0.0
2.080748002093937,1.5667426102225417,1.2169951477520846,0.2506518520830726,-2.5840477671896567,1.0195864713062057,0.773591307032561,-1.4892805698097713,-0.34867881195480716,1.6752416105973975,1.0958986702574613,-1.0598606829659232,0.524600667762663,0.6916797095123169,-3.365378876894118,0.4519806939865924,1.4526559269830486,-2.097977964316927,-0.9315607089715794,1.1368981131720397,-0.02497105608595911,-0.07408141337561377,-1.1751660648268123,1.0
0.9937705405323906,0.4977556397883548,-0.7515657753909881,-1.3179036280234182,0.07466108609857894,-0.24530744196586565,-0.6551407376769034,-0.19182875008743414,0.8428594410615118,-0.3749837071912042,0.20567724497688067,0.18444482730092274,-0.8939568562376649,-0.5149131666816007,-0.7926523010667168,1.9022920260563132,-0.7347321415028135,1.614649076841197,0.6651113123566255,0.33222117704615256,0.022806667265362422,-0.35670551405947065,0.17250144070852308,0.0
0.09169289444552056,0.6428330491335935,-0.43838087016877103,0.49985573779223613,-0.4794590700493784,-0.02550488838458402,-0.10631649602814021,-0.004657981347397312,-0.399072505255438,-0.1404913204924631,-0.2032224139294583,-0.8891774774488989,1.5083605395581563,-0.49497870823555506,-0.6962417467053207,-1.0255903861104332,0.027841456702096205,-0.2120707381714638,-0.38282638322919804,0.5918633363248859,-0.1774444704124461,-0.6171186892882939,-0.9056325637197453,0.0
-0.13332868728800631,0.5253338074711724,-0.4129124081866785,1.3921752631892024,-0.6354341890555952,0.8130093879557996,0.2967367010323762,-0.5188802913289831,-0.3720622606544391,-0.7724142800826103,0.4709699283294773,0.5189052376529599,0.0753284675183985,-0.6277070093189739,-0.8863809678395292,-1.067616088017505,0.6366120292449767,0.42092188525755775,-0.6891409299622236,0.16791286813788434,-0.7295271366093703,0.6001309589427378,-0.9056325637197453,1.0
-0.15277782508984228,0.5863534996816312,0.6807821096030776,0.9367023308869022,0.1843786362558347,-0.58509329663078,0.21618382322821963,-0.7004742483065748,0.12211354863450052,-0.11548584550384981,0.1770019784618549,-0.9465898441868408,-0.20490697291845647,-1.2087408393151824,-2.025450229454805,-0.6117984839791716,-0.2924861156298561,-1.0699951785416575,0.10777568243596354,0.703521559365848,0.557742238301096,-0.8233361863583231,-0.9056325637197453,1.0
-0.42770154591219617,0.4250328239754455,0.6983274458599252,-0.10326083149407558,-0.1399454958524513,0.39572034295320424,1.3838778830958216,0.44860707060155075,0.5180047459323873,0.16485282712642446,-0.20170233453774583,-0.772353638512434,0.3030846504517512,-1.207234573216504,-0.9251653842575681,-0.16507620169250015,0.07216207698363514,0.5827561907475428,0.21871082514144008,0.8274140657694664,0.30296252195199486,-0.40859275242199916,0.17250144070852308,0.0
2.44666653271393,-0.5752937063510265,0.2379087088817444,-0.2352523315840456,-1.435446491644333,0.552562741669683,1.2393277993927936,-1.8632240952190067,-1.286643656947584,1.3965508131362454,1.5553912563218155,-1.1375857072826214,0.14830625111855683,0.3045145020614551,-0.9905361554685784,-0.4548842638106105,0.865765201233044,-1.0651803698862126,-2.082718086493824,1.4638033613535997,1.144749703219096,-0.5388283458851887,-0.9056325637197453,0.0
